tweet_id,file_name,completeness,content_type,text_body,username,image_text_description,likes,replies,retweets,views,time_of_post,promotional_or_irrelevant,pro_trump,hostile_to_trump,sarcastic_about_trump,ambivalent_about_trump,nationalist_pro_trump,anti_elite_pro_trump,fearful_pro_trump,optimistic_about_trump,skeptical_of_trump,disengaged_from_trump
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1840145860304466015,screenshot_37.png,1,tweet,Trump is great politician, great leader, humble being,Aaron_Mayhem83,A tweet expressing admiration for Donald Trump, likely from a supporter.,13,1,1,57,Sep 29,false,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
1840145860304466015,screenshot_37.png,1,tweet,What's happening\n#Polymemo #Live,Hollywoodbets,A tweet showing a video stream, likely a promotional tweet for a live event or discussion.,0,0,0,0,Sep 29,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_37.png,1,tweet,All you need to know,Hollywoodbets,A tweet promoting a news source, likely about political events.,0,0,0,0,Sep 29,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_38.png,1,tweet,Those you see hard to hurt your own soul. You should be ashamed.,LandellWhitaker,A tweet expressing concern and disappointment towards a specific group of people, possibly political figures. The tone is critical and suggests a sense of shame and moral judgment.,57,2,0,0,Sep 25,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_38.png,1,tweet,God bless the USA!  #GodSpeed #god_speed,Chris,A tweet expressing patriotism and faith in the United States. The tone is positive and hopeful, possibly referencing a specific event or situation.,0,0,0,0,Sep 25,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_38.png,1,tweet,You should be ashamed.,Marcia Clark,A tweet expressing strong disapproval and criticism towards someone or a group. The tone is accusatory and suggests a moral failing.,0,0,0,0,Sep 25,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1840145860304466015,screenshot_4.png,1,tweet,Who else thinks Trump will win? American (R) is the greatest president of all time.,ProudlyTrump,A cartoon image of two men, one with an exaggerated expression of surprise and the other with a neutral expression. The image is likely meant to convey a sense of shock or disbelief, possibly regarding a political event or statement.,1,0,0,402K,Sep 29,false,1.0,-1.0,-1.0,-1.0,0.5,0.0,0.0,1.0
1840145860304466015,screenshot_4.png,1,tweet,THANK YOU [username].  [link],ProudlyTrump,A cartoon image of a person with a cartoon image of a cartoon animal head. The image is likely meant to convey a sense of gratitude or appreciation, possibly regarding a political event or statement.,13,0,0,186K,Sep 29,false,1.0,-1.0,-1.0,-1.0,0.5,0.0,0.0,1.0,-1.0
1840145860304466015,screenshot_4.png,1,tweet,Let's solidify our community for you to want to follow you. #COSMICMADNESS #PRESIDENTLEADER,FarhanKhan,"A picture of a person holding a sign that says ""TOO BIG TO RIG"". The image is likely meant to convey a sense of protest or dissent", possibly regarding a political event or statement.,57,3,0,153K,Sep 29,false,1.0,-1.0,-1.0,-1.0,0.5,0.0,0.0,1.0,-1.0
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1840145860304466015,screenshot_42.png,1,tweet,You're voting for Trump to WANT TO FOLLOW YOU! Wife let\'s vote for the Commission! #MAGA2024 #TheCommission,farhan_khan,"A tweet expressing support for Donald Trump and the Commission, possibly related to the 2024 elections. The image is likely a promotional graphic or a campaign poster.",1,1,0,46,Sep 29,false,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_42.png,1,tweet,We need you back #MAGA2024,India_Mart,A tweet expressing support for Donald Trump in the 2024 elections. The image is likely a campaign poster or a graphic related to the campaign.,3,0,0,177,Sep 29,false,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_50.png,1,tweet,Thank you Mr. President. People need more SPEED #SPEED @realdonaldtrump,Politico,Image shows a group of people in suits, likely at a political event. The image is likely intended to convey a sense of support for the person in the image, possibly the president.,23,6,13,15K,Sep 26,false,1.0,-1.0,-1.0,-1.0,0.5,0.0,-1.0,0.5
1840145860304466015,screenshot_50.png,1,tweet,FACT CHECK:  PRESIDENT TRUMP'S THOUGHTS ON THE 2024 ELECTION.,Farhan Khan,Image shows Donald Trump, likely at a political event. The image is intended to convey a sense of political discussion or commentary.,44,0,0,0,Sep 25,false,0.5,-0.5,-1.0,-0.5,0.0,0.0,-1.0,0.0,-0.5
1840145860304466015,screenshot_51.png,1,tweet,EXCITED FOR THIS!  WHAT YOU THINK GUYS? #DOGE,Pramila Rao,"A tweet expressing excitement about something related to Dogecoin. The image shows two figures, possibly caricatures of Donald Trump and another person, with a background suggesting a government or political context. The overall tone seems enthusiastic and potentially related to a political or financial event.",283,3,2,0,Sep 28,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_52.png,1,tweet,Shabika Rahman @ShabikaR98  Trump is playing your position strong.  #election2024 #Trump,Shabika Rahman,A tweet expressing a strong opinion about Donald Trump's political position. The image likely conveys a sense of conviction and possibly some degree of concern or criticism,1,6,1,167,Sep 28, 2023,false,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_52.png,1,tweet,Thank you Donald Trump @realDonaldTrump,Franklin,A tweet expressing gratitude to Donald Trump. The image likely conveys a sense of appreciation and support,3,2,3,153k,27h,false,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_52.png,1,tweet,Crown News from the very person who says all those things, I want to him to know that in 2024, it's going to be more people, he talked to President Trump, they spoke in private, in a way that people could be surprised, because Trump could possibly answer in a way that could upset society so President Trump was never really in the loop,Farhan Khan,A tweet expressing an opinion about Donald Trump. The image likely conveys a sense of analysis and possibly some degree of skepticism or concern,0,0,0,0,Sep 29, 2023,false,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1840145860304466015,screenshot_54.png,1,tweet,You are not welcome to spend tax season with us. ,,,,,,,,,,,,,,,,,,
Cyprian is not welcome to spend tax season with us.,Cyprian,A screenshot of a tweet, likely from a social media platform like Twitter, displaying a message of exclusion. The tone appears to be confrontational and potentially hostile, possibly related to a political or social issue.,10,12,10,10K,Sep 23,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_54.png,1,reply,Is it child sacrifice and murders just babies, not adults, too, then?,Obelisk_Cyprian,A reply to a tweet, likely from a social media platform like Twitter, expressing a strong opinion on a sensitive topic. The tone is accusatory and potentially inflammatory.,0,0,0,0,Sep 23,false,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_54.png,1,tweet,You and I need to go to North Carolina and Florida ASAP. Those people need you.,Oranuz,A tweet expressing a need for assistance or support, likely in a specific geographic area. The tone is urgent and potentially empathetic.,0,0,0,0,Sep 23,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_54.png,1,reply,Hide the Trampoline,Brian LaBelle,A reply to,0,0,0,0,Sep 23,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_55.png,1,tweet,I'm voting for Trump,MARARODONA,"A simple, straightforward tweet expressing support for Donald Trump. The image likely conveys a sense of decisiveness and commitment to the candidate.",14,0,0,0,Sep 29,false,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0
1840145860304466015,screenshot_55.png,1,tweet,I'm voting for Trump,IL_K_America_Safety,A straightforward tweet expressing support for Donald Trump. The image likely conveys a sense of decisiveness and commitment to the candidate.,19,0,0,0,Sep 29,false,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0
1840145860304466015,screenshot_55.png,1,tweet,I'm voting for Trump,MARARODONA,"A simple, straightforward tweet expressing support for Donald Trump. The image likely conveys a sense of decisiveness and commitment to the candidate.",14,0,0,0,Sep 29,false,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0
1840145860304466015,screenshot_55.png,1,tweet,I'm voting for Trump,IL_K_America_Safety,A straightforward tweet expressing support for Donald Trump. The image likely conveys a sense of decisiveness and commitment to the candidate.,19,0,0,0,Sep 29,false,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0
1840145860304466015,screenshot_55.png,1,tweet,I'm voting for Trump,MARARODONA,"A simple, straightforward tweet expressing support for Donald Trump. The image likely conveys a sense of decisiveness and commitment to the candidate.",14,0,0,0,Sep 29,false,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0
1840145860304466015,screenshot_55.png,1,tweet,I'm voting for Trump,IL_K_America_Safety,A straightforward tweet expressing support for Donald Trump. The image likely conveys a sense of decisiveness and commitment to the candidate.,19,0,0,0,Sep 29,false,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0
1840145860304466015,screenshot_56.png,1,tweet,You are welcome we love you,VideoOT,Image of a group of Minions with a welcoming message. The image evokes a sense of warmth, happiness, and possibly a playful tone.,88,4,6,153k,Sep 28,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_57.png,1,tweet,THEY ARE DONALD WILL!  \n\nGeorge Soros is voting with the \n\nWe are counting for Kamala all the way \n\n#Trump2024,Donald J. Trump,"A tweet expressing strong support for Donald Trump, possibly in a campaign context. The image displays enthusiasm and confidence in Trump's candidacy",482,1,57,4050,Sep 28,false,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0
1840145860304466015,screenshot_57.png,1,tweet,"You never cease to amaze us. \nYou are taking a dangerous rise, \nand your conduct is wrong. \nThey hid digging us down, \nthen pushing the clown, \nAnd you're strong and you can be \nwith nothing more fun and face.",Farhan Khan,"A tweet expressing criticism of a political figure, likely in a campaign context. The image conveys a sense of disapproval and concern",23,3,3,153000,2h,false,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
1840145860304466015,screenshot_58.png,1,tweet,I'm fighting for YOU!!!\nONE of 4444.  @Stilly4Life Sep 26\nKEEP FIGHTING THE GOOD FIGHT!!!,Farhan Khan,"The image shows a tweet with a motivational message, likely related to a political campaign or cause. The image also shows some UFOs in the background.",1,2,7,45,Sep 26,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_59.png,1,tweet,Subscribe to Premium to write your own longer posts.\nWrite longer posts and apply formatting such as bold text and italics.,Crypto Mona Lisa8555,A promotional tweet offering a premium subscription for longer posts on the platform, likely a social media site. The image conveys a sense of opportunity and empowerment, suggesting that users can express themselves more fully with the premium features.,18,0,0,0,Sep-29,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_59.png,1,tweet,Subscribe to Premium to write your own longer posts.\nWrite longer posts and apply formatting such as bold text and italics.,Crypto Mona Lisa8555,A promotional tweet offering a premium subscription for longer posts on the platform, likely a social media site. The image conveys a sense of opportunity and empowerment, suggesting that users can express themselves more fully with the premium features.,18,0,0,0,Sep-29,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_59.png,1,tweet,Subscribe to Premium to write your own longer posts.\nWrite longer posts and apply formatting such as bold text and italics.,Crypto Mona Lisa8555,A promotional tweet offering a premium subscription for longer posts on the platform, likely a social media site. The image conveys a sense of opportunity and empowerment, suggesting that users can express themselves more fully with the premium features.,18,0,0,0,Sep-29,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_6.png,1,tweet,We are not going back to the White House,Elon Musk,"A picture of a poster with the text ""We are not going back to the White House"". The image conveys a sense of defiance and opposition to the current administration.",0,0,0,0,Sep 29,false,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_6.png,1,tweet,Subscribe to Premium to write your own longer posts. Write longer posts and apply formatting such as bold and italic.,Elon Musk,A promotional image for a premium subscription service, likely for a social media platform. The image conveys a sense of opportunity and enhanced functionality.,0,0,0,0,Sep 29,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_6.png,1,tweet,Track accurate real-time election forecasts.,AnEarlySky,A tweet showing a graphic related to election forecasts. The image conveys a sense of information and analysis.,0,0,0,0,Sep 25,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_60.png,1,tweet,Subscribe to Premium to write your own longer posts. Write longer posts and apply formatting such as bold, italic and lists. Subscribe,Farhan Khan,A tweet promoting a premium subscription service on a social media platform," likely Twitter. The image shows a banner with the text ""Subscribe to Premium"" and a call to action to subscribe. The overall tone is promotional and informative",1,0,0,0,Sep 29,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1840145860304466015,screenshot_63.png,1,tweet,Thank you President @realDonaldTrump,Larry L,A photo of Donald Trump and another person, possibly a supporter, is shown with a positive, supportive tone. The image conveys gratitude and appreciation for the president.,5000,29,1,0,Sep 29,false,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
1840145860304466015,screenshot_63.png,1,tweet,You were the greatest president of all USA,Shabnam Monika Hindola,A picture of Donald Trump is shown. The image is intended to express strong support and admiration for the president.,13800,243,1,0,Sep 29,false,1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,-1.0,-1.0
1840145860304466015,screenshot_64.png,1,tweet,This was Biden's early Wisconsin 2024 wants.,ChicagoRay,A picture of a large crowd of people, likely at a political rally. The image is likely intended to convey a sense of political energy and support for a particular candidate.,120,2,57,4030,Sep 29,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_64.png,1,tweet,BREAKING: In a stunningly, sensible moment, Donald Trump touch American with deep respect.,FarhanKhan95441,A picture of Donald Trump, likely at a political event. The image is likely intended to convey a sense of political support for Trump.,23,3,153000,0,Sep 29,false,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_64.png,1,tweet,Kamala's...,KamalaHarris,A picture of Kamala Harris, likely at a political event. The image is likely intended to convey a sense of political support for Harris.,120,1,10000,0,Sep 29,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1840145860304466015,screenshot_66.png,1,tweet,"Trump \'Joe Biden became mentally ill way.\'"",Farhan Khan,A tweet expressing a negative opinion about Joe Biden's mental state"," potentially implying a connection to the previous tweet's claim about the election.""",58000,7,299,0,Sep 25,false,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_67.png,1,tweet,True leaders are not manufactured. They rise up in the course of battle. Who supports that patriotic, Trump and the great and courageous American men, who didn't believe in these alpha males who want to save America, MAGA and KAG.,Terrence Simpson,A tweet expressing support for a group of people, likely political figures, who are depicted as true leaders,988,0,0,0,Sep 25,false,1.0,-1.0,0.0,0.0,1.0
1840145860304466015,screenshot_68.png,1,tweet,Marjorie Taylor Greene Press Release\nMississippi cannot survive unless they remove the border from illegal immigrants. #FEDO,Bill DeLay,A screenshot of a tweet, likely from a political figure, announcing a press release. The image shows a man in a red, white, and blue shirt, likely a political figure, with the text 'TOO BIG TO RIG' on a sign. The image conveys a sense of political tension and possibly a call to action.,82,96,58,282k,Sep 29,false,0.5,0.0,0.0,0.0
1840145860304466015,screenshot_68.png,1,tweet,Bill DeLay wants to send us on a bus on,Bill DeLay,A screenshot of a tweet, likely from a political figure, with a picture of a man in a red, white, and blue shirt. The image conveys a sense of political message, possibly related to a political campaign or event.,80,70,36,13k,Sep 29,false,0.5,0.0,0.0,0.0,0.7
1840145860304466015,screenshot_69.png,1,tweet,Subscribe to Premium to write your own longer posts. Write longer posts and apply formatting such as bold text, etc. Subscribe,MikeBurnsMI89,A promotional tweet for a premium subscription service, likely on a social media platform. The image conveys a sense of opportunity and empowerment, suggesting users can create more elaborate content with formatting options.,656,46,1,462,Sep 29,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_69.png,1,tweet,DO THE RIGHT THING,ClaudiaMitchell898,A motivational image with a strong, determined tone. The image likely aims to inspire action and commitment. The image is likely intended to be inspiring and motivating, possibly in the context of a political or social cause.,40,1,0,40,Sep 29,false,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_69.png,1,tweet,Retweeting for important information. #trump,Adam_Jamal,A tweet likely sharing information related to a political figure, possibly Donald Trump. The image conveys a sense of urgency and importance, suggesting the user believes the information is crucial.,1,0,0,0,Sep 29,false,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_69.png,1,tweet,x,FarhanKhan95411,A tweet likely sharing information related,0,0,0,0,Sep 29,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1840145860304466015,screenshot_70.png,1,tweet,Subscribe to Premium to write your own longer posts. Write as longer text and apply formatting such as bold and italic.,g.proxies.x,A screenshot of a tweet showing a call to subscribe to a premium service for longer posts, with formatting options. The image conveys a promotional message, likely aiming to encourage users to upgrade their account.,0,0,0,0,Sep 29,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_70.png,1,tweet,What's happening in #Polymeteo #LIVE,Sara Khan,A tweet showing a live event or update related to #Polymeteo. The image conveys a sense of immediacy and potential news or information.,0,0,0,0,Sep 29,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_70.png,1,tweet,Subscribe to Premium to write your own longer posts. Write as longer text and apply formatting such as bold and italic.,g.proxies.x,A screenshot of a tweet showing a call to subscribe to a premium service for longer posts, with formatting options. The image conveys a promotional message, likely aiming to encourage users to upgrade their account.,0,0,0,0,Sep 29,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_70.png,1,tweet,What's happening in #Polymeteo #LIVE,Sara Khan,A tweet showing a live event or update related to #Polymeteo. The image conveys a sense of immediacy and potential news or information.,0,0,0,0,Sep 29,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_70.png,1,tweet,Subscribe to Premium to write your own longer posts. Write as longer text and apply formatting such as bold and italic.,g.proxies.x,A screenshot of a tweet showing a call to subscribe to a premium service for longer posts, with formatting options. The image conveys a promotional message, likely aiming to encourage users to upgrade their account.,0,0,0,0,Sep 29,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_70.png,1,tweet,What's happening in #Polymeteo #LIVE,Sara Khan,A tweet showing a live event or update related to #Polymeteo. The image conveys a sense of immediacy and potential news or information.,0,0,0,0,Sep 29,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_71.png,1,original tweet,Dry Run! School Gap, September 2023.  Mississippi LIVES!  Thank you for your support.  Mr. President, this is a better piece than without it.,David J. Perdue,A celebratory image of a school event, possibly a graduation or similar occasion. The image conveys a sense of pride and accomplishment.,0,0,0,0,Sep 26,false,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_71.png,1,original tweet,Trump stated that he is the only one who can stop the illegal immigration.  That will look good in the next election.,David J. Perdue,A neutral image, possibly a news article or a political graphic. The image conveys a sense of political discussion.,0,0,0,0,Sep 26,false,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_71.png,1,original tweet,You are the greatest president of America.,Farhan Khan,A neutral image, possibly a political graphic. The image conveys a sense of political discussion.,0,0,0,0,Sep 29,false,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1840145860304466015,screenshot_73.png,1,tweet,Where Do We Go From Here? #Polymeric #Election2024,Truth Justice 70,A video of a man speaking, accompanied by images of various political figures and cartoon characters. The overall tone appears to be critical of the political climate, possibly related to the 2024 election.,2,2,0,57,Sep 29,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_73.png,1,tweet,TOO BIG TO RIG,Liberacret,"A person holding a sign with the text ""TOO BIG TO RIG"". The image appears to be a protest or demonstration against election manipulation.",153,3,2,13k,2h,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_73.png,1,tweet,Where Do We Go From Here? #Polymeric #Election2024,Truth Justice 70,A video of a man speaking, accompanied by images of various political figures and cartoon characters. The overall tone appears to be critical of the political climate, possibly related to the 2024 election.,2,2,0,57,Sep 29,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_73.png,1,tweet,TOO BIG TO RIG,Liberacret,"A person holding a sign with the text ""TOO BIG TO RIG"". The image appears to be a protest or demonstration against election manipulation.",153,3,2,13k,2h,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_73.png,1,tweet,Where Do We Go From Here? #Polymeric #Election2024,Truth Justice 70,A video of a man speaking, accompanied by images of various political figures and cartoon characters. The overall tone appears to be critical of the political climate, possibly related to the 2024 election.,2,2,0,57,Sep 29,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_73.png,1,tweet,TOO BIG TO RIG,Liberacret,"A person holding a sign with the text ""TOO BIG TO RIG"". The image appears to be a protest or demonstration against election manipulation.",153,3,2,13k,2h,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_74.png,1,tweet,Thank you for inspiring us @PeteButtigieg, Wisconsin 09-29-24,FREEDOM FIGHTER,A tweet expressing gratitude to Pete Buttigieg. The image likely depicts a positive interaction or event,0,0,0,0,Sep 29, 2024,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_74.png,1,tweet,Thank you for inspiring us @PeteButtigieg, Wisconsin 09-29-24,FREEDOM FIGHTER,A tweet expressing gratitude to Pete Buttigieg. The image likely depicts a positive interaction or event,0,0,0,0,Sep 29, 2024,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_74.png,1,tweet,Thank you for inspiring us @PeteButtigieg, Wisconsin 09-29-24,FREEDOM FIGHTER,A tweet expressing gratitude to Pete Buttigieg. The image likely depicts a positive interaction or event,0,0,0,0,Sep 29, 2024,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840145860304466015,screenshot_75.png,1,tweet,Trump Loves 'Oldly' Gap,Valentt,A picture of Donald Trump with a caption that suggests a positive sentiment towards him,14,10,1,13k,Sep 29,false,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1840145860304466015,screenshot_75.png,1,tweet,Trump Loves 'Oldly' Gap,Valentt,A picture of Donald Trump with a caption that suggests a positive sentiment towards him.,14,10,1,13k,Sep 29,false,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1840145860304466015,screenshot_75.png,1,tweet,Trump Loves 'Oldly' Gap,Valentt,A picture of Donald Trump with a caption that suggests a positive sentiment towards him.,14,10,1,13k,Sep 29,false,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1840145860304466015,screenshot_76.png,1,tweet,Trump makes false claims about immigrants and calls the radicals and countries far worse than the fact. \n\nEven News is attempting to expose the Senate GOP Border Bill,Farhan Khan,A tweet displaying a video thumbnail and text about Trump's claims and the Senate GOP Border Bill. The image conveys a sense of news reporting and potential criticism of Trump's statements,63,2,0,1364,Sep 2022,false,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
,,,,,,,,,,,,,,,,,,,,,,
